topic,category,n_miscomm,n_no_miscomm,n_total
vba,quantifier_distribution,332.0,214944.0,215276
xml,quantifier_distribution,173.0,211561.0,211734
laravel,quantifier_distribution,144.0,209133.0,209277
spring,quantifier_distribution,131.0,206509.0,206640
asp.net-mvc,quantifier_distribution,160.0,197960.0,198120
database,quantifier_distribution,342.0,191313.0,191655
wordpress,quantifier_distribution,132.0,184904.0,185036
string,quantifier_distribution,215.0,184339.0,184554
postgresql,quantifier_distribution,218.0,176168.0,176386
flutter,quantifier_distribution,64.0,171281.0,171345
mongodb,quantifier_distribution,159.0,170951.0,171110
wpf,quantifier_distribution,141.0,167526.0,167667
windows,quantifier_distribution,147.0,164263.0,164410
bash,quantifier_distribution,148.0,156073.0,156221
xcode,quantifier_distribution,81.0,154903.0,154984
amazon-web-services,quantifier_distribution,125.0,153745.0,153870
oracle-database,quantifier_distribution,207.0,151321.0,151528
git,quantifier_distribution,178.0,151320.0,151498
dataframe,quantifier_distribution,158.0,147585.0,147743
spring-boot,quantifier_distribution,70.0,145482.0,145552
azure,quantifier_distribution,115.0,142394.0,142509
list,quantifier_distribution,214.0,141223.0,141437
multithreading,quantifier_distribution,322.0,139014.0,139336
firebase,quantifier_distribution,91.0,138848.0,138939
vb.net,quantifier_distribution,134.0,138710.0,138844
docker,quantifier_distribution,90.0,134218.0,134308
react-native,quantifier_distribution,38.0,128315.0,128353
eclipse,quantifier_distribution,84.0,122020.0,122104
algorithm,quantifier_distribution,578.0,120074.0,120652
powershell,quantifier_distribution,84.0,118095.0,118179
macos,quantifier_distribution,69.0,114720.0,114789
numpy,quantifier_distribution,143.0,113947.0,114090
visual-studio,quantifier_distribution,74.0,113406.0,113480
forms,quantifier_distribution,82.0,111688.0,111770
image,quantifier_distribution,84.0,111297.0,111381
function,quantifier_distribution,114.0,110753.0,110867
scala,quantifier_distribution,85.0,110661.0,110746
vue.js,quantifier_distribution,65.0,105014.0,105079
twitter-bootstrap,quantifier_distribution,68.0,101348.0,101416
performance,quantifier_distribution,312.0,100846.0,101158
winforms,quantifier_distribution,98.0,98408.0,98506
selenium,quantifier_distribution,37.0,98057.0,98094
loops,quantifier_distribution,145.0,96045.0,96190
kotlin,quantifier_distribution,41.0,94375.0,94416
sqlite,quantifier_distribution,90.0,93695.0,93785
matlab,quantifier_distribution,96.0,93293.0,93389
python-2.7,quantifier_distribution,70.0,93012.0,93082
hibernate,quantifier_distribution,53.0,92787.0,92840
shell,quantifier_distribution,92.0,92352.0,92444
express,quantifier_distribution,49.0,92201.0,92250
dart,quantifier_distribution,38.0,91845.0,91883
entity-framework,quantifier_distribution,98.0,90393.0,90491
csv,quantifier_distribution,123.0,89476.0,89599
rest,quantifier_distribution,85.0,89294.0,89379
apache,quantifier_distribution,61.0,89222.0,89283
maven,quantifier_distribution,54.0,87031.0,87085
android-studio,quantifier_distribution,33.0,86729.0,86762
linq,quantifier_distribution,128.0,86329.0,86457
dictionary,quantifier_distribution,130.0,85626.0,85756
qt,quantifier_distribution,62.0,84700.0,84762
asp.net-core,quantifier_distribution,66.0,83904.0,83970
unit-testing,quantifier_distribution,72.0,83306.0,83378
facebook,quantifier_distribution,54.0,81790.0,81844
swing,quantifier_distribution,74.0,81026.0,81100
file,quantifier_distribution,104.0,80462.0,80566
class,quantifier_distribution,131.0,79341.0,79472
apache-spark,quantifier_distribution,96.0,79118.0,79214
tensorflow,quantifier_distribution,62.0,77779.0,77841
sorting,quantifier_distribution,146.0,76703.0,76849
date,quantifier_distribution,65.0,76649.0,76714
unity-game-engine,quantifier_distribution,56.0,74831.0,74887
t-sql,quantifier_distribution,165.0,73383.0,73548
go,quantifier_distribution,50.0,72718.0,72768
authentication,quantifier_distribution,43.0,72619.0,72662
symfony,quantifier_distribution,34.0,72612.0,72646
for-loop,quantifier_distribution,98.0,71674.0,71772
.htaccess,quantifier_distribution,46.0,71650.0,71696
matplotlib,quantifier_distribution,57.0,71417.0,71474
datetime,quantifier_distribution,74.0,71046.0,71120
opencv,quantifier_distribution,62.0,70844.0,70906
google-chrome,quantifier_distribution,47.0,69169.0,69216
codeigniter,quantifier_distribution,45.0,68561.0,68606
perl,quantifier_distribution,90.0,67943.0,68033
validation,quantifier_distribution,51.0,66424.0,66475
http,quantifier_distribution,49.0,66360.0,66409
sockets,quantifier_distribution,79.0,64784.0,64863
object,quantifier_distribution,90.0,64610.0,64700
google-maps,quantifier_distribution,24.0,64500.0,64524
uitableview,quantifier_distribution,57.0,63466.0,63523
xaml,quantifier_distribution,45.0,62173.0,62218
if-statement,quantifier_distribution,70.0,61946.0,62016
oop,quantifier_distribution,135.0,61860.0,61995
ubuntu,quantifier_distribution,46.0,58883.0,58929
cordova,quantifier_distribution,8.0,58221.0,58229
visual-studio-code,quantifier_distribution,13.0,58187.0,58200
email,quantifier_distribution,42.0,57923.0,57965
android-layout,quantifier_distribution,41.0,57680.0,57721
ms-access,quantifier_distribution,99.0,57597.0,57696
web-services,quantifier_distribution,34.0,57637.0,57671
spring-mvc,quantifier_distribution,28.0,57186.0,57214
ggplot2,quantifier_distribution,74.0,57118.0,57192
parsing,quantifier_distribution,61.0,56945.0,57006
pointers,quantifier_distribution,69.0,56865.0,56934
github,quantifier_distribution,41.0,56613.0,56654
user-interface,quantifier_distribution,43.0,56479.0,56522
kubernetes,quantifier_distribution,35.0,56478.0,56513
c++11,quantifier_distribution,81.0,56428.0,56509
selenium-webdriver,quantifier_distribution,26.0,56120.0,56146
google-sheets,quantifier_distribution,59.0,55950.0,56009
elasticsearch,quantifier_distribution,46.0,55885.0,55931
google-apps-script,quantifier_distribution,63.0,55172.0,55235
templates,quantifier_distribution,45.0,55161.0,55206
ruby-on-rails-3,quantifier_distribution,37.0,55054.0,55091
security,quantifier_distribution,76.0,54862.0,54938
variables,quantifier_distribution,45.0,53622.0,53667
machine-learning,quantifier_distribution,73.0,53448.0,53521
flask,quantifier_distribution,22.0,53407.0,53429
sql-server-2008,quantifier_distribution,99.0,53289.0,53388
exception,quantifier_distribution,58.0,52986.0,53044
tkinter,quantifier_distribution,39.0,52281.0,52320
delphi,quantifier_distribution,66.0,52100.0,52166
nginx,quantifier_distribution,29.0,52021.0,52050
listview,quantifier_distribution,52.0,51642.0,51694
haskell,quantifier_distribution,88.0,51378.0,51466
debugging,quantifier_distribution,41.0,51178.0,51219
asynchronous,quantifier_distribution,66.0,51030.0,51096
jpa,quantifier_distribution,25.0,51059.0,51084
jsp,quantifier_distribution,18.0,50758.0,50776
web-scraping,quantifier_distribution,26.0,50621.0,50647
gradle,quantifier_distribution,21.0,50334.0,50355
batch-file,quantifier_distribution,49.0,50125.0,50174
generics,quantifier_distribution,56.0,49898.0,49954
xamarin,quantifier_distribution,26.0,49865.0,49891
pdf,quantifier_distribution,30.0,49685.0,49715
google-cloud-platform,quantifier_distribution,47.0,49280.0,49327
wcf,quantifier_distribution,32.0,49223.0,49255
amazon-s3,quantifier_distribution,42.0,49081.0,49123
ssl,quantifier_distribution,30.0,48976.0,49006
testing,quantifier_distribution,33.0,48740.0,48773
jenkins,quantifier_distribution,23.0,48508.0,48531
npm,quantifier_distribution,22.0,47483.0,47505
unix,quantifier_distribution,72.0,47289.0,47361
recursion,quantifier_distribution,91.0,47080.0,47171
ionic-framework,quantifier_distribution,13.0,46378.0,46391
network-programming,quantifier_distribution,50.0,46240.0,46290
google-app-engine,quantifier_distribution,53.0,46044.0,46097
visual-studio-2010,quantifier_distribution,28.0,45639.0,45667
mongoose,quantifier_distribution,33.0,45365.0,45398
assembly,quantifier_distribution,84.0,44934.0,45018
.net-core,quantifier_distribution,32.0,44737.0,44769
android-fragments,quantifier_distribution,24.0,44272.0,44296
math,quantifier_distribution,102.0,44172.0,44274
join,quantifier_distribution,86.0,43531.0,43617
winapi,quantifier_distribution,48.0,43389.0,43437
svg,quantifier_distribution,23.0,43377.0,43400
rust,quantifier_distribution,37.0,43206.0,43243
animation,quantifier_distribution,30.0,43210.0,43240
session,quantifier_distribution,43.0,43119.0,43162
intellij-idea,quantifier_distribution,24.0,43070.0,43094
django-models,quantifier_distribution,32.0,42993.0,43025
laravel-5,quantifier_distribution,28.0,42935.0,42963
curl,quantifier_distribution,18.0,42829.0,42847
hadoop,quantifier_distribution,61.0,42692.0,42753
javascript,logical_structure,109.0,2482274.0,2482383
python,logical_structure,69.0,2170544.0,2170613
java,logical_structure,91.0,1886003.0,1886094
c#,logical_structure,70.0,1604023.0,1604093
php,logical_structure,61.0,1446400.0,1446461
android,logical_structure,23.0,1369739.0,1369762
html,logical_structure,88.0,1173306.0,1173394
jquery,logical_structure,41.0,1019828.0,1019869
c++,logical_structure,36.0,808149.0,808185
css,logical_structure,124.0,797692.0,797816
sql,logical_structure,39.0,671956.0,671995
ios,logical_structure,21.0,668594.0,668615
mysql,logical_structure,42.0,653704.0,653746
r,logical_structure,15.0,503015.0,503030
reactjs,logical_structure,17.0,457983.0,458000
node.js,logical_structure,19.0,455429.0,455448
arrays,logical_structure,21.0,416268.0,416289
c,logical_structure,25.0,406113.0,406138
asp.net,logical_structure,18.0,367923.0,367941
json,logical_structure,10.0,356372.0,356382
.net,logical_structure,23.0,335843.0,335866
sql-server,logical_structure,17.0,334881.0,334898
python-3.x,logical_structure,16.0,334584.0,334600
ruby-on-rails,logical_structure,10.0,332727.0,332737
swift,logical_structure,14.0,328210.0,328224
django,logical_structure,10.0,305153.0,305163
angular,logical_structure,10.0,298207.0,298217
objective-c,logical_structure,22.0,287445.0,287467
excel,logical_structure,13.0,287039.0,287052
pandas,logical_structure,13.0,286900.0,286913
regex,logical_structure,6.0,260708.0,260714
angularjs,logical_structure,4.0,256140.0,256144
typescript,logical_structure,6.0,227265.0,227271
ruby,logical_structure,11.0,226800.0,226811
linux,logical_structure,18.0,223764.0,223782
ajax,logical_structure,4.0,217650.0,217654
iphone,logical_structure,8.0,216840.0,216848
vba,logical_structure,7.0,215269.0,215276
xml,logical_structure,12.0,211722.0,211734
laravel,logical_structure,8.0,209269.0,209277
spring,logical_structure,13.0,206627.0,206640
asp.net-mvc,logical_structure,12.0,198108.0,198120
database,logical_structure,9.0,191646.0,191655
wordpress,logical_structure,8.0,185028.0,185036
string,logical_structure,8.0,184546.0,184554
postgresql,logical_structure,10.0,176376.0,176386
flutter,logical_structure,2.0,171343.0,171345
mongodb,logical_structure,3.0,171107.0,171110
wpf,logical_structure,10.0,167657.0,167667
windows,logical_structure,4.0,164406.0,164410
bash,logical_structure,7.0,156214.0,156221
xcode,logical_structure,4.0,154980.0,154984
amazon-web-services,logical_structure,8.0,153862.0,153870
oracle-database,logical_structure,9.0,151519.0,151528
git,logical_structure,19.0,151479.0,151498
dataframe,logical_structure,5.0,147738.0,147743
spring-boot,logical_structure,15.0,145537.0,145552
azure,logical_structure,8.0,142501.0,142509
list,logical_structure,2.0,141435.0,141437
multithreading,logical_structure,11.0,139325.0,139336
firebase,logical_structure,1.0,138938.0,138939
vb.net,logical_structure,2.0,138842.0,138844
docker,logical_structure,5.0,134303.0,134308
react-native,logical_structure,1.0,128352.0,128353
eclipse,logical_structure,4.0,122100.0,122104
algorithm,logical_structure,10.0,120642.0,120652
powershell,logical_structure,9.0,118170.0,118179
macos,logical_structure,5.0,114784.0,114789
numpy,logical_structure,3.0,114087.0,114090
visual-studio,logical_structure,5.0,113475.0,113480
forms,logical_structure,6.0,111764.0,111770
image,logical_structure,1.0,111380.0,111381
function,logical_structure,6.0,110861.0,110867
scala,logical_structure,2.0,110744.0,110746
vue.js,logical_structure,4.0,105075.0,105079
twitter-bootstrap,logical_structure,6.0,101410.0,101416
performance,logical_structure,5.0,101153.0,101158
winforms,logical_structure,4.0,98502.0,98506
selenium,logical_structure,2.0,98092.0,98094
loops,logical_structure,5.0,96185.0,96190
kotlin,logical_structure,0.0,94416.0,94416
sqlite,logical_structure,2.0,93783.0,93785
matlab,logical_structure,5.0,93384.0,93389
python-2.7,logical_structure,5.0,93077.0,93082
hibernate,logical_structure,7.0,92833.0,92840
shell,logical_structure,9.0,92435.0,92444
express,logical_structure,6.0,92244.0,92250
dart,logical_structure,1.0,91882.0,91883
entity-framework,logical_structure,9.0,90482.0,90491
csv,logical_structure,2.0,89597.0,89599
rest,logical_structure,3.0,89376.0,89379
apache,logical_structure,10.0,89273.0,89283
maven,logical_structure,12.0,87073.0,87085
android-studio,logical_structure,1.0,86761.0,86762
linq,logical_structure,8.0,86449.0,86457
dictionary,logical_structure,5.0,85751.0,85756
qt,logical_structure,0.0,84762.0,84762
asp.net-core,logical_structure,2.0,83968.0,83970
unit-testing,logical_structure,5.0,83373.0,83378
facebook,logical_structure,2.0,81842.0,81844
swing,logical_structure,7.0,81093.0,81100
file,logical_structure,1.0,80565.0,80566
class,logical_structure,9.0,79463.0,79472
apache-spark,logical_structure,2.0,79212.0,79214
tensorflow,logical_structure,3.0,77838.0,77841
sorting,logical_structure,13.0,76836.0,76849
date,logical_structure,3.0,76711.0,76714
unity-game-engine,logical_structure,4.0,74883.0,74887
t-sql,logical_structure,6.0,73542.0,73548
go,logical_structure,4.0,72764.0,72768
authentication,logical_structure,1.0,72661.0,72662
symfony,logical_structure,2.0,72644.0,72646
for-loop,logical_structure,3.0,71769.0,71772
.htaccess,logical_structure,5.0,71691.0,71696
matplotlib,logical_structure,2.0,71472.0,71474
datetime,logical_structure,2.0,71118.0,71120
opencv,logical_structure,1.0,70905.0,70906
google-chrome,logical_structure,2.0,69214.0,69216
codeigniter,logical_structure,1.0,68605.0,68606
perl,logical_structure,7.0,68026.0,68033
validation,logical_structure,2.0,66473.0,66475
http,logical_structure,3.0,66406.0,66409
sockets,logical_structure,3.0,64860.0,64863
object,logical_structure,4.0,64696.0,64700
google-maps,logical_structure,0.0,64524.0,64524
uitableview,logical_structure,1.0,63522.0,63523
xaml,logical_structure,6.0,62212.0,62218
if-statement,logical_structure,5.0,62011.0,62016
oop,logical_structure,2.0,61993.0,61995
ubuntu,logical_structure,6.0,58923.0,58929
cordova,logical_structure,1.0,58228.0,58229
visual-studio-code,logical_structure,3.0,58197.0,58200
email,logical_structure,2.0,57963.0,57965
android-layout,logical_structure,6.0,57715.0,57721
ms-access,logical_structure,3.0,57693.0,57696
web-services,logical_structure,3.0,57668.0,57671
spring-mvc,logical_structure,3.0,57211.0,57214
ggplot2,logical_structure,4.0,57188.0,57192
parsing,logical_structure,2.0,57004.0,57006
pointers,logical_structure,3.0,56931.0,56934
github,logical_structure,4.0,56650.0,56654
user-interface,logical_structure,3.0,56519.0,56522
kubernetes,logical_structure,1.0,56512.0,56513
c++11,logical_structure,3.0,56506.0,56509
selenium-webdriver,logical_structure,2.0,56144.0,56146
google-sheets,logical_structure,4.0,56005.0,56009
elasticsearch,logical_structure,1.0,55930.0,55931
google-apps-script,logical_structure,1.0,55234.0,55235
templates,logical_structure,2.0,55204.0,55206
ruby-on-rails-3,logical_structure,4.0,55087.0,55091
security,logical_structure,5.0,54933.0,54938
variables,logical_structure,3.0,53664.0,53667
machine-learning,logical_structure,2.0,53519.0,53521
flask,logical_structure,2.0,53427.0,53429
sql-server-2008,logical_structure,2.0,53386.0,53388
exception,logical_structure,5.0,53039.0,53044
tkinter,logical_structure,2.0,52318.0,52320
delphi,logical_structure,7.0,52159.0,52166
nginx,logical_structure,6.0,52044.0,52050
listview,logical_structure,0.0,51694.0,51694
haskell,logical_structure,6.0,51460.0,51466
debugging,logical_structure,2.0,51217.0,51219
asynchronous,logical_structure,5.0,51091.0,51096
jpa,logical_structure,2.0,51082.0,51084
jsp,logical_structure,1.0,50775.0,50776
web-scraping,logical_structure,0.0,50647.0,50647
gradle,logical_structure,0.0,50355.0,50355
batch-file,logical_structure,1.0,50173.0,50174
generics,logical_structure,2.0,49952.0,49954
xamarin,logical_structure,2.0,49889.0,49891
pdf,logical_structure,1.0,49714.0,49715
google-cloud-platform,logical_structure,2.0,49325.0,49327
wcf,logical_structure,0.0,49255.0,49255
amazon-s3,logical_structure,3.0,49120.0,49123
ssl,logical_structure,4.0,49002.0,49006
testing,logical_structure,2.0,48771.0,48773
jenkins,logical_structure,2.0,48529.0,48531
npm,logical_structure,4.0,47501.0,47505
unix,logical_structure,5.0,47356.0,47361
recursion,logical_structure,3.0,47168.0,47171
ionic-framework,logical_structure,0.0,46391.0,46391
network-programming,logical_structure,2.0,46288.0,46290
google-app-engine,logical_structure,2.0,46095.0,46097
visual-studio-2010,logical_structure,4.0,45663.0,45667
mongoose,logical_structure,2.0,45396.0,45398
assembly,logical_structure,5.0,45013.0,45018
.net-core,logical_structure,3.0,44766.0,44769
android-fragments,logical_structure,0.0,44296.0,44296
math,logical_structure,3.0,44271.0,44274
join,logical_structure,4.0,43613.0,43617
winapi,logical_structure,3.0,43434.0,43437
svg,logical_structure,5.0,43395.0,43400
rust,logical_structure,2.0,43241.0,43243
animation,logical_structure,1.0,43239.0,43240
session,logical_structure,2.0,43160.0,43162
intellij-idea,logical_structure,2.0,43092.0,43094
django-models,logical_structure,1.0,43024.0,43025
laravel-5,logical_structure,1.0,42962.0,42963
curl,logical_structure,2.0,42845.0,42847
hadoop,logical_structure,2.0,42751.0,42753
javascript,epistemic,15847.0,2466536.0,2482383
python,epistemic,16187.0,2154426.0,2170613
java,epistemic,18330.0,1867764.0,1886094
c#,epistemic,16057.0,1588036.0,1604093
php,epistemic,12283.0,1434178.0,1446461
android,epistemic,9289.0,1360473.0,1369762
html,epistemic,5733.0,1167661.0,1173394
jquery,epistemic,6507.0,1013362.0,1019869
c++,epistemic,11326.0,796859.0,808185
css,epistemic,2897.0,794919.0,797816
sql,epistemic,6847.0,665148.0,671995
ios,epistemic,4876.0,663739.0,668615
mysql,epistemic,6142.0,647604.0,653746
r,epistemic,2224.0,500806.0,503030
reactjs,epistemic,2324.0,455676.0,458000
node.js,epistemic,2941.0,452507.0,455448
arrays,epistemic,3797.0,412492.0,416289
c,epistemic,7056.0,399082.0,406138
asp.net,epistemic,2840.0,365101.0,367941
json,epistemic,2732.0,353650.0,356382
.net,epistemic,3274.0,332592.0,335866
sql-server,epistemic,3529.0,331369.0,334898
python-3.x,epistemic,2202.0,332398.0,334600
ruby-on-rails,epistemic,1993.0,330744.0,332737
swift,epistemic,2281.0,325943.0,328224
django,epistemic,2071.0,303092.0,305163
angular,epistemic,1522.0,296695.0,298217
objective-c,epistemic,2637.0,284830.0,287467
excel,epistemic,1948.0,285104.0,287052
pandas,epistemic,1273.0,285640.0,286913
regex,epistemic,2092.0,258622.0,260714
angularjs,epistemic,1289.0,254855.0,256144
typescript,epistemic,1159.0,226112.0,227271
ruby,epistemic,1627.0,225184.0,226811
linux,epistemic,2294.0,221488.0,223782
ajax,epistemic,2014.0,215640.0,217654
iphone,epistemic,1601.0,215247.0,216848
vba,epistemic,1595.0,213681.0,215276
xml,epistemic,1372.0,210362.0,211734
laravel,epistemic,1351.0,207926.0,209277
spring,epistemic,1633.0,205007.0,206640
asp.net-mvc,epistemic,1383.0,196737.0,198120
database,epistemic,1574.0,190081.0,191655
wordpress,epistemic,858.0,184178.0,185036
string,epistemic,1937.0,182617.0,184554
postgresql,epistemic,1353.0,175033.0,176386
flutter,epistemic,583.0,170762.0,171345
mongodb,epistemic,932.0,170178.0,171110
wpf,epistemic,1122.0,166545.0,167667
windows,epistemic,1469.0,162941.0,164410
bash,epistemic,1324.0,154897.0,156221
xcode,epistemic,1006.0,153978.0,154984
amazon-web-services,epistemic,1046.0,152824.0,153870
oracle-database,epistemic,1793.0,149735.0,151528
git,epistemic,970.0,150528.0,151498
dataframe,epistemic,595.0,147148.0,147743
spring-boot,epistemic,981.0,144571.0,145552
azure,epistemic,566.0,141943.0,142509
list,epistemic,1169.0,140268.0,141437
multithreading,epistemic,2085.0,137251.0,139336
firebase,epistemic,894.0,138045.0,138939
vb.net,epistemic,1183.0,137661.0,138844
docker,epistemic,881.0,133427.0,134308
react-native,epistemic,472.0,127881.0,128353
eclipse,epistemic,769.0,121335.0,122104
algorithm,epistemic,2102.0,118550.0,120652
powershell,epistemic,723.0,117456.0,118179
macos,epistemic,757.0,114032.0,114789
numpy,epistemic,867.0,113223.0,114090
visual-studio,epistemic,752.0,112728.0,113480
forms,epistemic,637.0,111133.0,111770
image,epistemic,740.0,110641.0,111381
function,epistemic,865.0,110002.0,110867
scala,epistemic,725.0,110021.0,110746
vue.js,epistemic,505.0,104574.0,105079
twitter-bootstrap,epistemic,332.0,101084.0,101416
performance,epistemic,1483.0,99675.0,101158
winforms,epistemic,862.0,97644.0,98506
selenium,epistemic,774.0,97320.0,98094
loops,epistemic,821.0,95369.0,96190
kotlin,epistemic,553.0,93863.0,94416
sqlite,epistemic,839.0,92946.0,93785
matlab,epistemic,850.0,92539.0,93389
python-2.7,epistemic,743.0,92339.0,93082
hibernate,epistemic,893.0,91947.0,92840
shell,epistemic,774.0,91670.0,92444
express,epistemic,622.0,91628.0,92250
dart,epistemic,339.0,91544.0,91883
entity-framework,epistemic,797.0,89694.0,90491
csv,epistemic,767.0,88832.0,89599
rest,epistemic,597.0,88782.0,89379
apache,epistemic,639.0,88644.0,89283
maven,epistemic,555.0,86530.0,87085
android-studio,epistemic,432.0,86330.0,86762
linq,epistemic,981.0,85476.0,86457
dictionary,epistemic,778.0,84978.0,85756
qt,epistemic,772.0,83990.0,84762
asp.net-core,epistemic,500.0,83470.0,83970
unit-testing,epistemic,537.0,82841.0,83378
facebook,epistemic,425.0,81419.0,81844
swing,epistemic,600.0,80500.0,81100
file,epistemic,947.0,79619.0,80566
class,epistemic,658.0,78814.0,79472
apache-spark,epistemic,499.0,78715.0,79214
tensorflow,epistemic,452.0,77389.0,77841
sorting,epistemic,760.0,76089.0,76849
date,epistemic,680.0,76034.0,76714
unity-game-engine,epistemic,614.0,74273.0,74887
t-sql,epistemic,834.0,72714.0,73548
go,epistemic,409.0,72359.0,72768
authentication,epistemic,481.0,72181.0,72662
symfony,epistemic,543.0,72103.0,72646
for-loop,epistemic,680.0,71092.0,71772
.htaccess,epistemic,385.0,71311.0,71696
matplotlib,epistemic,312.0,71162.0,71474
datetime,epistemic,663.0,70457.0,71120
opencv,epistemic,630.0,70276.0,70906
google-chrome,epistemic,401.0,68815.0,69216
codeigniter,epistemic,416.0,68190.0,68606
perl,epistemic,708.0,67325.0,68033
validation,epistemic,371.0,66104.0,66475
http,epistemic,575.0,65834.0,66409
sockets,epistemic,1026.0,63837.0,64863
object,epistemic,534.0,64166.0,64700
google-maps,epistemic,290.0,64234.0,64524
uitableview,epistemic,487.0,63036.0,63523
xaml,epistemic,344.0,61874.0,62218
if-statement,epistemic,560.0,61456.0,62016
oop,epistemic,516.0,61479.0,61995
ubuntu,epistemic,439.0,58490.0,58929
cordova,epistemic,254.0,57975.0,58229
visual-studio-code,epistemic,244.0,57956.0,58200
email,epistemic,480.0,57485.0,57965
android-layout,epistemic,257.0,57464.0,57721
ms-access,epistemic,458.0,57238.0,57696
web-services,epistemic,387.0,57284.0,57671
spring-mvc,epistemic,395.0,56819.0,57214
ggplot2,epistemic,136.0,57056.0,57192
parsing,epistemic,517.0,56489.0,57006
pointers,epistemic,888.0,56046.0,56934
github,epistemic,285.0,56369.0,56654
user-interface,epistemic,277.0,56245.0,56522
kubernetes,epistemic,272.0,56241.0,56513
c++11,epistemic,774.0,55735.0,56509
selenium-webdriver,epistemic,445.0,55701.0,56146
google-sheets,epistemic,232.0,55777.0,56009
elasticsearch,epistemic,374.0,55557.0,55931
google-apps-script,epistemic,312.0,54923.0,55235
templates,epistemic,423.0,54783.0,55206
ruby-on-rails-3,epistemic,311.0,54780.0,55091
security,epistemic,472.0,54466.0,54938
variables,epistemic,429.0,53238.0,53667
machine-learning,epistemic,364.0,53157.0,53521
flask,epistemic,340.0,53089.0,53429
sql-server-2008,epistemic,547.0,52841.0,53388
exception,epistemic,703.0,52341.0,53044
tkinter,epistemic,250.0,52070.0,52320
delphi,epistemic,699.0,51467.0,52166
nginx,epistemic,325.0,51725.0,52050
listview,epistemic,294.0,51400.0,51694
haskell,epistemic,426.0,51040.0,51466
debugging,epistemic,466.0,50753.0,51219
asynchronous,epistemic,548.0,50548.0,51096
jpa,epistemic,490.0,50594.0,51084
jsp,epistemic,384.0,50392.0,50776
web-scraping,epistemic,445.0,50202.0,50647
gradle,epistemic,282.0,50073.0,50355
batch-file,epistemic,405.0,49769.0,50174
generics,epistemic,441.0,49513.0,49954
xamarin,epistemic,272.0,49619.0,49891
pdf,epistemic,345.0,49370.0,49715
google-cloud-platform,epistemic,317.0,49010.0,49327
wcf,epistemic,381.0,48874.0,49255
amazon-s3,epistemic,352.0,48771.0,49123
ssl,epistemic,417.0,48589.0,49006
testing,epistemic,302.0,48471.0,48773
jenkins,epistemic,245.0,48286.0,48531
npm,epistemic,204.0,47301.0,47505
unix,epistemic,451.0,46910.0,47361
recursion,epistemic,512.0,46659.0,47171
ionic-framework,epistemic,199.0,46192.0,46391
network-programming,epistemic,477.0,45813.0,46290
google-app-engine,epistemic,296.0,45801.0,46097
visual-studio-2010,epistemic,340.0,45327.0,45667
mongoose,epistemic,256.0,45142.0,45398
assembly,epistemic,717.0,44301.0,45018
.net-core,epistemic,320.0,44449.0,44769
android-fragments,epistemic,288.0,44008.0,44296
math,epistemic,606.0,43668.0,44274
join,epistemic,393.0,43224.0,43617
winapi,epistemic,621.0,42816.0,43437
svg,epistemic,160.0,43240.0,43400
rust,epistemic,236.0,43007.0,43243
animation,epistemic,150.0,43090.0,43240
session,epistemic,446.0,42716.0,43162
intellij-idea,epistemic,229.0,42865.0,43094
django-models,epistemic,243.0,42782.0,43025
laravel-5,epistemic,257.0,42706.0,42963
curl,epistemic,391.0,42456.0,42847
hadoop,epistemic,254.0,42499.0,42753
javascript,comparison_measurement,6858.0,2475525.0,2482383
python,comparison_measurement,7577.0,2163036.0,2170613
java,comparison_measurement,6231.0,1879863.0,1886094
c#,comparison_measurement,6238.0,1597855.0,1604093
php,comparison_measurement,3802.0,1442659.0,1446461
android,comparison_measurement,2660.0,1367102.0,1369762
html,comparison_measurement,3038.0,1170356.0,1173394
jquery,comparison_measurement,2594.0,1017275.0,1019869
c++,comparison_measurement,5186.0,802999.0,808185
css,comparison_measurement,2174.0,795642.0,797816
sql,comparison_measurement,2384.0,669611.0,671995
ios,comparison_measurement,1630.0,666985.0,668615
mysql,comparison_measurement,1970.0,651776.0,653746
r,comparison_measurement,1647.0,501383.0,503030
reactjs,comparison_measurement,769.0,457231.0,458000
node.js,comparison_measurement,1067.0,454381.0,455448
arrays,comparison_measurement,1908.0,414381.0,416289
c,comparison_measurement,2904.0,403234.0,406138
asp.net,comparison_measurement,942.0,366999.0,367941
json,comparison_measurement,935.0,355447.0,356382
.net,comparison_measurement,1524.0,334342.0,335866
sql-server,comparison_measurement,1369.0,333529.0,334898
python-3.x,comparison_measurement,1044.0,333556.0,334600
ruby-on-rails,comparison_measurement,790.0,331947.0,332737
swift,comparison_measurement,827.0,327397.0,328224
django,comparison_measurement,548.0,304615.0,305163
angular,comparison_measurement,428.0,297789.0,298217
objective-c,comparison_measurement,806.0,286661.0,287467
excel,comparison_measurement,1070.0,285982.0,287052
pandas,comparison_measurement,845.0,286068.0,286913
regex,comparison_measurement,1146.0,259568.0,260714
angularjs,comparison_measurement,521.0,255623.0,256144
typescript,comparison_measurement,537.0,226734.0,227271
ruby,comparison_measurement,761.0,226050.0,226811
linux,comparison_measurement,866.0,222916.0,223782
ajax,comparison_measurement,545.0,217109.0,217654
iphone,comparison_measurement,531.0,216317.0,216848
vba,comparison_measurement,921.0,214355.0,215276
xml,comparison_measurement,598.0,211136.0,211734
laravel,comparison_measurement,308.0,208969.0,209277
spring,comparison_measurement,330.0,206310.0,206640
asp.net-mvc,comparison_measurement,521.0,197599.0,198120
