topic,category,n_questions,n_miscomm,miscomm_rate
firebase,actionability,138939,5116.0,0.03682191465319313
kubernetes,actionability,56513,1497.0,0.026489480296568932
tensorflow,actionability,77841,1935.0,0.024858365128916638
generics,actionability,49954,1959.0,0.03921607879248909
arrays,actionability,416289,20816.0,0.05000372337486698
cordova,actionability,58229,1213.0,0.020831544419447356
performance,actionability,101158,3741.0,0.03698175131971767
spring-mvc,actionability,57214,1757.0,0.030709266962631522
vba,actionability,215276,9564.0,0.044426689459112954
xaml,actionability,62218,2283.0,0.03669356134880581
opencv,actionability,70906,2435.0,0.03434124051561222
t-sql,actionability,73548,2925.0,0.039769946157611355
python-2.7,actionability,93082,3591.0,0.03857888743258632
html,actionability,1173394,41068.0,0.03499932673935609
image,actionability,111381,4395.0,0.03945915371562475
ios,actionability,668615,25580.0,0.03825819043844365
sql-server,actionability,334898,13366.0,0.03991065936494097
django-models,actionability,43025,1539.0,0.0357699012202208
pointers,actionability,56934,2875.0,0.05049706677907753
unix,actionability,47361,1936.0,0.04087751525516775
amazon-s3,actionability,49123,1528.0,0.031105592085173953
for-loop,actionability,71772,2994.0,0.041715432201972914
swift,actionability,328224,14087.0,0.042918860290533295
flutter,actionability,171345,4078.0,0.023799935802036827
iphone,actionability,216848,8047.0,0.03710894266951966
asp.net,actionability,367941,13708.0,0.03725597310438358
ruby-on-rails-3,actionability,55091,1884.0,0.03419796336969741
haskell,actionability,51466,2146.0,0.041697431313877126
selenium-webdriver,actionability,56146,1556.0,0.02771346133295337
ajax,actionability,217654,9421.0,0.043284295257610704
asynchronous,actionability,51096,2441.0,0.04777281979019884
apache,actionability,89283,2462.0,0.027575238287243932
user-interface,actionability,56522,2329.0,0.04120519443756413
bash,actionability,156221,6780.0,0.04340005505021732
scala,actionability,110746,3199.0,0.02888591913026204
symfony,actionability,72646,1799.0,0.02476392368471767
numpy,actionability,114090,3750.0,0.03286878779910597
nginx,actionability,52050,1186.0,0.022785782901056675
elasticsearch,actionability,55931,1282.0,0.02292109921152849
angular,actionability,298217,8494.0,0.028482615008534055
php,scope_ambiguity,1446461,2261.0,0.0015631254489405521
sql,scope_ambiguity,671995,2204.0,0.003279786307933839
multithreading,scope_ambiguity,139336,436.0,0.0031291267152781764
.net,scope_ambiguity,335866,936.0,0.0027868256983439826
xamarin,scope_ambiguity,49891,48.0,0.000962097372271552
dictionary,scope_ambiguity,85756,174.0,0.002029012547227016
google-app-engine,scope_ambiguity,46097,49.0,0.001062975898648502
npm,scope_ambiguity,47505,40.0,0.0008420166298284391
c#,scope_ambiguity,1604093,3922.0,0.002444995396152218
css,scope_ambiguity,797816,1052.0,0.001318599777392281
web-services,scope_ambiguity,57671,101.0,0.0017513134851138354
visual-studio-code,scope_ambiguity,58200,73.0,0.001254295532646048
windows,scope_ambiguity,164410,353.0,0.002147071346025181
datetime,scope_ambiguity,71120,186.0,0.0026152980877390325
arrays,scope_ambiguity,416289,870.0,0.0020898942801755513
vba,scope_ambiguity,215276,369.0,0.0017140786711012839
t-sql,scope_ambiguity,73548,295.0,0.004010986022733453
generics,scope_ambiguity,49954,164.0,0.0032830203787484486
python-2.7,scope_ambiguity,93082,161.0,0.0017296577211490943
cordova,scope_ambiguity,58229,57.0,0.0009788936784076662
opencv,scope_ambiguity,70906,104.0,0.0014667306010774828
xaml,scope_ambiguity,62218,87.0,0.0013983091709794592
spring-mvc,scope_ambiguity,57214,62.0,0.001083650854685916
performance,scope_ambiguity,101158,473.0,0.0046758536151367165
vue.js,scope_ambiguity,105079,92.0,0.0008755317427840006
android,scope_ambiguity,1369762,1620.0,0.0011826872113549654
eclipse,scope_ambiguity,122104,147.0,0.0012038917643975627
react-native,scope_ambiguity,128353,121.0,0.0009427126752004238
security,scope_ambiguity,54938,162.0,0.002948778623175216
web-scraping,scope_ambiguity,50647,33.0,0.0006515687010089443
algorithm,scope_ambiguity,120652,793.0,0.006572622086662467
docker,scope_ambiguity,134308,132.0,0.0009828156178336362
xcode,scope_ambiguity,154984,202.0,0.001303360346874516
session,scope_ambiguity,43162,82.0,0.0018998192854826005
database,scope_ambiguity,191655,499.0,0.002603636743106102
hadoop,scope_ambiguity,42753,42.0,0.0009823872008981826
join,scope_ambiguity,43617,103.0,0.0023614645665680813
winforms,scope_ambiguity,98506,241.0,0.0024465514790977198
wcf,scope_ambiguity,49255,71.0,0.001441478022535783
intellij-idea,scope_ambiguity,43094,36.0,0.0008353831159790226
rust,scope_ambiguity,43243,78.0,0.001803760146150822
exception,scope_ambiguity,53044,182.0,0.003431113792323354
facebook,scope_ambiguity,81844,89.0,0.0010874346317384291
curl,scope_ambiguity,42847,46.0,0.0010735874156883795
github,scope_ambiguity,56654,103.0,0.001818053447241148
entity-framework,scope_ambiguity,90491,184.0,0.002033351383010465
hibernate,scope_ambiguity,92840,96.0,0.001034037052994399
gradle,scope_ambiguity,50355,70.0,0.0013901300764571542
winapi,scope_ambiguity,43437,108.0,0.0024863595552179017
jquery,scope_ambiguity,1019869,1247.0,0.0012227060534245084
android-layout,scope_ambiguity,57721,70.0,0.0012127302021794494
ruby-on-rails,scope_ambiguity,332737,367.0,0.00110297321908895
listview,scope_ambiguity,51694,45.0,0.0008705072155375865
reactjs,scope_ambiguity,458000,406.0,0.0008864628820960699
postgresql,scope_ambiguity,176386,268.0,0.0015193949633190843
jenkins,scope_ambiguity,48531,43.0,0.0008860316086625044
shell,scope_ambiguity,92444,164.0,0.0017740469906105318
laravel-5,scope_ambiguity,42963,51.0,0.0011870679421828085
debugging,scope_ambiguity,51219,103.0,0.0020109724906772876
function,scope_ambiguity,110867,221.0,0.0019933794546618923
xml,scope_ambiguity,211734,284.0,0.0013413056004231724
maven,scope_ambiguity,87085,128.0,0.001469828328644428
sockets,scope_ambiguity,64863,134.0,0.002065892727749256
android-fragments,scope_ambiguity,44296,53.0,0.001196496297634098
assembly,scope_ambiguity,45018,182.0,0.004042827313519037
dart,scope_ambiguity,91883,135.0,0.0014692598195531273
pdf,scope_ambiguity,49715,70.0,0.0014080257467565121
oracle-database,scope_ambiguity,151528,380.0,0.002507787339633599
visual-studio,scope_ambiguity,113480,197.0,0.0017359887204793797
validation,scope_ambiguity,66475,150.0,0.0022564874012786762
google-cloud-platform,scope_ambiguity,49327,56.0,0.0011352808806535974
delphi,scope_ambiguity,52166,120.0,0.0023003488862477477
google-sheets,scope_ambiguity,56009,75.0,0.0013390705065257369
jsp,scope_ambiguity,50776,54.0,0.0010634945643611155
ggplot2,scope_ambiguity,57192,30.0,0.0005245488879563575
pandas,scope_ambiguity,286913,270.0,0.0009410518171013512
excel,scope_ambiguity,287052,485.0,0.0016895893426974904
java,scope_ambiguity,1886094,3676.0,0.001949001481368373
rest,scope_ambiguity,89379,148.0,0.0016558699470792916
c++,scope_ambiguity,808185,2393.0,0.002960955721771624
dataframe,scope_ambiguity,147743,145.0,0.0009814339765674177
swing,scope_ambiguity,81100,120.0,0.0014796547472256474
svg,scope_ambiguity,43400,48.0,0.0011059907834101382
.net-core,scope_ambiguity,44769,73.0,0.0016305925975563448
batch-file,scope_ambiguity,50174,92.0,0.0018336190058596085
parsing,scope_ambiguity,57006,135.0,0.002368171771392485
recursion,scope_ambiguity,47171,167.0,0.003540310784168239
mongoose,scope_ambiguity,45398,35.0,0.0007709590730869201
c,scope_ambiguity,406138,1321.0,0.0032525890214656103
linq,scope_ambiguity,86457,194.0,0.0022438900262558266
angularjs,scope_ambiguity,256144,246.0,0.0009603972765319508
macos,scope_ambiguity,114789,159.0,0.0013851501450487416
express,scope_ambiguity,92250,80.0,0.0008672086720867209
string,scope_ambiguity,184554,565.0,0.0030614345936690614
c++11,scope_ambiguity,56509,229.0,0.00405245182183369
ubuntu,scope_ambiguity,58929,64.0,0.0010860527074954605
uitableview,scope_ambiguity,63523,93.0,0.0014640366481431923
class,scope_ambiguity,79472,152.0,0.0019126233138715522
math,scope_ambiguity,44274,226.0,0.005104576049148484
templates,scope_ambiguity,55206,128.0,0.002318588559214578
testing,scope_ambiguity,48773,84.0,0.0017222643675804236
date,scope_ambiguity,76714,174.0,0.0022681648721224286
node.js,scope_ambiguity,455448,494.0,0.001084646326254589
laravel,scope_ambiguity,209277,257.0,0.0012280374814241412
google-maps,scope_ambiguity,64524,68.0,0.0010538714276858224
machine-learning,scope_ambiguity,53521,103.0,0.0019244782421853105
firebase,scope_ambiguity,138939,189.0,0.0013603092004404811
object,scope_ambiguity,64700,126.0,0.0019474497681607418
qt,scope_ambiguity,84762,95.0,0.0011207852575446545
wpf,scope_ambiguity,167667,240.0,0.0014314086850721966
sorting,scope_ambiguity,76849,180.0,0.0023422555921352264
animation,scope_ambiguity,43240,50.0,0.001156336725254394
django,scope_ambiguity,305163,305.0,0.00099946585922933
go,scope_ambiguity,72768,102.0,0.0014017150395778364
flask,scope_ambiguity,53429,39.0,0.0007299406689251156
vb.net,scope_ambiguity,138844,280.0,0.002016651781855896
tensorflow,scope_ambiguity,77841,78.0,0.0010020426253516785
kubernetes,scope_ambiguity,56513,62.0,0.0010970927043335162
amazon-web-services,scope_ambiguity,153870,199.0,0.0012932995385715215
loops,scope_ambiguity,96190,214.0,0.002224763488928163
google-chrome,scope_ambiguity,69216,108.0,0.0015603328710124826
kotlin,scope_ambiguity,94416,122.0,0.0012921538722250466
asp.net-mvc,scope_ambiguity,198120,311.0,0.0015697557036139713
authentication,scope_ambiguity,72662,106.0,0.0014588092813299937
matlab,scope_ambiguity,93389,154.0,0.0016490164794568953
ionic-framework,scope_ambiguity,46391,53.0,0.00114246297773275
file,scope_ambiguity,80566,158.0,0.0019611250403395973
.htaccess,scope_ambiguity,71696,99.0,0.0013808301718366436
tkinter,scope_ambiguity,52320,52.0,0.0009938837920489296
twitter-bootstrap,scope_ambiguity,101416,95.0,0.0009367358207777865
variables,scope_ambiguity,53667,108.0,0.002012409860808318
ssl,scope_ambiguity,49006,67.0,0.0013671795290372607
forms,scope_ambiguity,111770,145.0,0.0012973069696698577
oop,scope_ambiguity,61995,194.0,0.0031292846197273974
python,scope_ambiguity,2170613,3291.0,0.0015161615635767409
mysql,scope_ambiguity,653746,1162.0,0.0017774487339119475
regex,scope_ambiguity,260714,904.0,0.0034674010601655455
python-3.x,scope_ambiguity,334600,453.0,0.0013538553496712491
git,scope_ambiguity,151498,295.0,0.00194722042535215
r,scope_ambiguity,503030,543.0,0.001079458481601495
linux,scope_ambiguity,223782,408.0,0.001823202938574148
list,scope_ambiguity,141437,310.0,0.002191788570176121
jpa,scope_ambiguity,51084,62.0,0.001213687260198888
apache-spark,scope_ambiguity,79214,86.0,0.0010856666750826873
if-statement,scope_ambiguity,62016,196.0,0.0031604747162022706
matplotlib,scope_ambiguity,71474,60.0,0.0008394660995606794
html,scope_ambiguity,1173394,1561.0,0.0013303289432194131
swift,scope_ambiguity,328224,558.0,0.0017000584966364435
image,scope_ambiguity,111381,158.0,0.0014185543315287168
sql-server,scope_ambiguity,334898,1195.0,0.003568250631535572
ios,scope_ambiguity,668615,990.0,0.0014806727339350748
amazon-s3,scope_ambiguity,49123,61.0,0.001241780835861002
unix,scope_ambiguity,47361,103.0,0.0021747851607863008
django-models,scope_ambiguity,43025,46.0,0.0010691458454386985
for-loop,scope_ambiguity,71772,119.0,0.001658028200412417
flutter,scope_ambiguity,171345,198.0,0.0011555633371268493
pointers,scope_ambiguity,56934,164.0,0.0028805283310499876
wordpress,scope_ambiguity,185036,219.0,0.0011835534706759767
android-studio,scope_ambiguity,86762,93.0,0.0010718978354579195
ruby,scope_ambiguity,226811,334.0,0.0014725917173329336
typescript,scope_ambiguity,227271,245.0,0.0010780081928622657
unit-testing,scope_ambiguity,83378,151.0,0.0018110292883014704
mongodb,scope_ambiguity,171110,178.0,0.001040266495236982
google-apps-script,scope_ambiguity,55235,62.0,0.0011224766905042092
network-programming,scope_ambiguity,46290,92.0,0.0019874702959602505
codeigniter,scope_ambiguity,68606,91.0,0.0013264145993061832
csv,scope_ambiguity,89599,115.0,0.0012834964675945044
asp.net-core,scope_ambiguity,83970,151.0,0.0017982612837918303
azure,scope_ambiguity,142509,202.0,0.0014174543362173617
sql-server-2008,scope_ambiguity,53388,180.0,0.0033715441672285905
javascript,scope_ambiguity,2482383,3735.0,0.0015046026338401447
json,scope_ambiguity,356382,418.0,0.0011728987434831163
unity-game-engine,scope_ambiguity,74887,121.0,0.0016157677567535085
selenium,scope_ambiguity,98094,125.0,0.0012742879279058863
powershell,scope_ambiguity,118179,152.0,0.001286184516707706
spring,scope_ambiguity,206640,250.0,0.0012098335269066977
spring-boot,scope_ambiguity,145552,144.0,0.000989337144113444
ms-access,scope_ambiguity,57696,132.0,0.0022878535773710484
email,scope_ambiguity,57965,72.0,0.0012421288708703527
http,scope_ambiguity,66409,143.0,0.0021533225918173742
sqlite,scope_ambiguity,93785,109.0,0.0011622327664338647
perl,scope_ambiguity,68033,145.0,0.0021313186247850307
objective-c,scope_ambiguity,287467,483.0,0.001680192856919229
visual-studio-2010,scope_ambiguity,45667,70.0,0.0015328355267479798
ajax,scope_ambiguity,217654,212.0,0.0009740229906181371
angular,scope_ambiguity,298217,316.0,0.0010596310740165718
selenium-webdriver,scope_ambiguity,56146,69.0,0.0012289388380294234
elasticsearch,scope_ambiguity,55931,67.0,0.001197904560976918
bash,scope_ambiguity,156221,292.0,0.0018691469136671766
symfony,scope_ambiguity,72646,71.0,0.0009773421798860227
scala,scope_ambiguity,110746,219.0,0.0019774980586206273
nginx,scope_ambiguity,52050,48.0,0.0009221902017291067
asp.net,scope_ambiguity,367941,659.0,0.0017910480212860215
iphone,scope_ambiguity,216848,322.0,0.0014849110897956171
numpy,scope_ambiguity,114090,203.0,0.001779297046191603
user-interface,scope_ambiguity,56522,105.0,0.0018576837337673825
haskell,scope_ambiguity,51466,107.0,0.002079042474643454
asynchronous,scope_ambiguity,51096,114.0,0.0022310944105213715
apache,scope_ambiguity,89283,121.0,0.0013552411993324597
ruby-on-rails-3,scope_ambiguity,55091,46.0,0.0008349821204915504
wordpress,quantifier_distribution,185036,132.0,0.0007133746946540133
android-studio,quantifier_distribution,86762,33.0,0.00038035084483990686
ruby,quantifier_distribution,226811,180.0,0.0007936123027542756
typescript,quantifier_distribution,227271,110.0,0.00048400367842795606
unit-testing,quantifier_distribution,83378,72.0,0.0008635371440907674
mongodb,quantifier_distribution,171110,159.0,0.0009292268131611244
google-apps-script,quantifier_distribution,55235,63.0,0.0011405811532542772
network-programming,quantifier_distribution,46290,50.0,0.001080146899978397
codeigniter,quantifier_distribution,68606,45.0,0.0006559193073492114
csv,quantifier_distribution,89599,123.0,0.0013727831783836874
asp.net-core,quantifier_distribution,83970,66.0,0.0007859949982136477
azure,quantifier_distribution,142509,115.0,0.000806966577549488
sql-server-2008,quantifier_distribution,53388,99.0,0.0018543492919757248
facebook,quantifier_distribution,81844,54.0,0.0006597917990323053
curl,quantifier_distribution,42847,18.0,0.00042009942353023546
github,quantifier_distribution,56654,41.0,0.0007236911780280298
entity-framework,quantifier_distribution,90491,98.0,0.0010829806279077478
hibernate,quantifier_distribution,92840,53.0,0.0005708746230073244
gradle,quantifier_distribution,50355,21.0,0.0004170390229371463
winapi,quantifier_distribution,43437,48.0,0.0011050486912079563
pandas,quantifier_distribution,286913,297.0,0.0010351569988114864
excel,quantifier_distribution,287052,462.0,0.001609464487270599
java,quantifier_distribution,1886094,1871.0,0.0009919972175299852
rest,quantifier_distribution,89379,85.0,0.0009510063885252688
c++,quantifier_distribution,808185,1141.0,0.0014118054653328136
dataframe,quantifier_distribution,147743,158.0,0.0010694246089493242
swing,quantifier_distribution,81100,74.0,0.0009124537607891492
svg,quantifier_distribution,43400,23.0,0.0005299539170506912
.net-core,quantifier_distribution,44769,32.0,0.0007147803167370278
batch-file,quantifier_distribution,50174,49.0,0.000976601427033922
parsing,quantifier_distribution,57006,61.0,0.0010700628004069747
recursion,quantifier_distribution,47171,91.0,0.0019291513853850883
mongoose,quantifier_distribution,45398,33.0,0.0007269042689105247
vue.js,quantifier_distribution,105079,65.0,0.0006185822095756526
android,quantifier_distribution,1369762,654.0,0.00047745520754700454
eclipse,quantifier_distribution,122104,84.0,0.0006879381510843215
react-native,quantifier_distribution,128353,38.0,0.0002960585260960009
security,quantifier_distribution,54938,76.0,0.0013833776256871383
web-scraping,quantifier_distribution,50647,26.0,0.0005133571583706833
algorithm,quantifier_distribution,120652,578.0,0.004790637536054106
docker,quantifier_distribution,134308,90.0,0.0006701015576138428
xcode,quantifier_distribution,154984,81.0,0.0005226345945387911
session,quantifier_distribution,43162,43.0,0.0009962466984847784
database,quantifier_distribution,191655,342.0,0.0017844564451749236
hadoop,quantifier_distribution,42753,61.0,0.0014268004584473604
join,quantifier_distribution,43617,86.0,0.001971708278882087
winforms,quantifier_distribution,98506,98.0,0.0009948632570604837
wcf,quantifier_distribution,49255,32.0,0.0006496802355090854
intellij-idea,quantifier_distribution,43094,24.0,0.0005569220773193484
rust,quantifier_distribution,43243,37.0,0.0008556298129176977
exception,quantifier_distribution,53044,58.0,0.0010934318678832667
c,quantifier_distribution,406138,585.0,0.0014403971064022574
linq,quantifier_distribution,86457,128.0,0.0014805047595914732
angularjs,quantifier_distribution,256144,134.0,0.0005231432319320382
macos,quantifier_distribution,114789,69.0,0.0006011028931343596
express,quantifier_distribution,92250,49.0,0.0005311653116531165
string,quantifier_distribution,184554,215.0,0.0011649706860864572
c++11,quantifier_distribution,56509,81.0,0.0014333999893822223
ubuntu,quantifier_distribution,58929,46.0,0.0007806003835123624
uitableview,quantifier_distribution,63523,57.0,0.0008973127843458275
class,quantifier_distribution,79472,131.0,0.0016483793034024563
math,quantifier_distribution,44274,102.0,0.002303835208022767
templates,quantifier_distribution,55206,45.0,0.0008151287903488751
testing,quantifier_distribution,48773,33.0,0.0006766038586923092
date,quantifier_distribution,76714,65.0,0.0008473029694710222
php,quantifier_distribution,1446461,1297.0,0.0008966712548765573
sql,quantifier_distribution,671995,1281.0,0.00190626418351327
multithreading,quantifier_distribution,139336,322.0,0.002310960555778837
.net,quantifier_distribution,335866,409.0,0.0012177475540840691
xamarin,quantifier_distribution,49891,26.0,0.0005211360766470906
dictionary,quantifier_distribution,85756,130.0,0.0015159289145948971
google-app-engine,quantifier_distribution,46097,53.0,0.0011497494413953186
npm,quantifier_distribution,47505,22.0,0.00046310914640564153
html,quantifier_distribution,1173394,909.0,0.0007746758548279606
swift,quantifier_distribution,328224,199.0,0.0006062932631373696
image,quantifier_distribution,111381,84.0,0.0007541681256228621
sql-server,quantifier_distribution,334898,639.0,0.001908043643139105
ios,quantifier_distribution,668615,439.0,0.0006565811416136342
amazon-s3,quantifier_distribution,49123,42.0,0.0008549966410846243
unix,quantifier_distribution,47361,72.0,0.0015202381706467347
django-models,quantifier_distribution,43025,32.0,0.0007437536316095293
for-loop,quantifier_distribution,71772,98.0,0.0013654349885749318
flutter,quantifier_distribution,171345,64.0,0.0003735154221016079
pointers,quantifier_distribution,56934,69.0,0.0012119296026978606
c#,quantifier_distribution,1604093,1726.0,0.0010759974639874372
css,quantifier_distribution,797816,654.0,0.0008197378844244788
web-services,quantifier_distribution,57671,34.0,0.0005895510741967367
visual-studio-code,quantifier_distribution,58200,13.0,0.00022336769759450173
windows,quantifier_distribution,164410,147.0,0.0008941061979198346
datetime,quantifier_distribution,71120,74.0,0.0010404949381327335
pdf,quantifier_distribution,49715,30.0,0.0006034396057527909
oracle-database,quantifier_distribution,151528,207.0,0.0013660841560635658
visual-studio,quantifier_distribution,113480,74.0,0.0006520972858653507
validation,quantifier_distribution,66475,51.0,0.0007672057164347499
google-cloud-platform,quantifier_distribution,49327,47.0,0.0009528250248342692
delphi,quantifier_distribution,52166,66.0,0.0012651918874362611
google-sheets,quantifier_distribution,56009,59.0,0.0010534021318002464
jsp,quantifier_distribution,50776,18.0,0.00035449818812037184
ggplot2,quantifier_distribution,57192,74.0,0.0012938872569590153
arrays,quantifier_distribution,416289,548.0,0.0013163931787772438
vba,quantifier_distribution,215276,332.0,0.0015422062840260875
t-sql,quantifier_distribution,73548,165.0,0.002243432860172948
generics,quantifier_distribution,49954,56.0,0.0011210313488409336
python-2.7,quantifier_distribution,93082,70.0,0.0007520250961517801
cordova,quantifier_distribution,58229,8.0,0.00013738858644318124
opencv,quantifier_distribution,70906,62.0,0.0008743970891038841
xaml,quantifier_distribution,62218,45.0,0.0007232633642997203
spring-mvc,quantifier_distribution,57214,28.0,0.000489390708567833
performance,quantifier_distribution,101158,312.0,0.0030842839913798217
javascript,quantifier_distribution,2482383,1988.0,0.0008008433831523983
json,quantifier_distribution,356382,227.0,0.000636956973135568
unity-game-engine,quantifier_distribution,74887,56.0,0.000747793341968566
selenium,quantifier_distribution,98094,37.0,0.0003771892266601423
powershell,quantifier_distribution,118179,84.0,0.0007107861802858376
spring,quantifier_distribution,206640,131.0,0.0006339527680991096
spring-boot,quantifier_distribution,145552,70.0,0.00048092777838847973
ms-access,quantifier_distribution,57696,99.0,0.0017158901830282862
email,quantifier_distribution,57965,42.0,0.0007245751746743725
http,quantifier_distribution,66409,49.0,0.0007378517971961631
sqlite,quantifier_distribution,93785,90.0,0.0009596417337527323
perl,quantifier_distribution,68033,90.0,0.001322887422280364
objective-c,quantifier_distribution,287467,222.0,0.0007722625553541798
visual-studio-2010,quantifier_distribution,45667,28.0,0.000613134210699192
amazon-web-services,quantifier_distribution,153870,125.0,0.0008123740820172873
loops,quantifier_distribution,96190,145.0,0.0015074332051148768
google-chrome,quantifier_distribution,69216,47.0,0.0006790337494220989
kotlin,quantifier_distribution,94416,41.0,0.00043424843246907307
asp.net-mvc,quantifier_distribution,198120,160.0,0.0008075913587724611
authentication,quantifier_distribution,72662,43.0,0.0005917811235583937
matlab,quantifier_distribution,93389,96.0,0.0010279583248562465
ionic-framework,quantifier_distribution,46391,13.0,0.00028022676812312734
file,quantifier_distribution,80566,104.0,0.0012908671151602414
.htaccess,quantifier_distribution,71696,46.0,0.0006415978576210668
tkinter,quantifier_distribution,52320,39.0,0.0007454128440366973
twitter-bootstrap,quantifier_distribution,101416,68.0,0.0006705056401356788
variables,quantifier_distribution,53667,45.0,0.0008385041086701325
ssl,quantifier_distribution,49006,30.0,0.0006121699383748928
forms,quantifier_distribution,111770,82.0,0.0007336494587098505
oop,quantifier_distribution,61995,135.0,0.0021775949673360755
node.js,quantifier_distribution,455448,280.0,0.0006147792942333702
laravel,quantifier_distribution,209277,144.0,0.000688083258074227
google-maps,quantifier_distribution,64524,24.0,0.0003719546215361726
machine-learning,quantifier_distribution,53521,73.0,0.0013639505988303656
firebase,quantifier_distribution,138939,91.0,0.0006549636891009724
object,quantifier_distribution,64700,90.0,0.0013910355486862441
qt,quantifier_distribution,84762,62.0,0.0007314598522923008
wpf,quantifier_distribution,167667,141.0,0.0008409526024799155
sorting,quantifier_distribution,76849,146.0,0.0018998295358430169
animation,quantifier_distribution,43240,30.0,0.0006938020351526364
django,quantifier_distribution,305163,189.0,0.000619341138997847
go,quantifier_distribution,72768,50.0,0.0006871152154793316
flask,quantifier_distribution,53429,22.0,0.0004117614029833985
vb.net,quantifier_distribution,138844,134.0,0.000965111924173893
tensorflow,quantifier_distribution,77841,62.0,0.0007964954201513341
kubernetes,quantifier_distribution,56513,35.0,0.0006193265266398882
python,quantifier_distribution,2170613,2065.0,0.0009513441594609449
mysql,quantifier_distribution,653746,989.0,0.0015128199637167953
regex,quantifier_distribution,260714,343.0,0.0013156178801291838
python-3.x,quantifier_distribution,334600,283.0,0.0008457860131500298
git,quantifier_distribution,151498,178.0,0.0011749330024158735
r,quantifier_distribution,503030,579.0,0.0011510247897739698
linux,quantifier_distribution,223782,232.0,0.0010367232395813782
list,quantifier_distribution,141437,214.0,0.0015130411419925478
jpa,quantifier_distribution,51084,25.0,0.0004893900242737452
apache-spark,quantifier_distribution,79214,96.0,0.0012119069861388138
if-statement,quantifier_distribution,62016,70.0,0.0011287409700722394
matplotlib,quantifier_distribution,71474,57.0,0.0007974927945826455
ajax,quantifier_distribution,217654,155.0,0.0007121394506877888
angular,quantifier_distribution,298217,145.0,0.0004862231194063383
selenium-webdriver,quantifier_distribution,56146,26.0,0.0004630784027357247
elasticsearch,quantifier_distribution,55931,46.0,0.0008224419373871377
bash,quantifier_distribution,156221,148.0,0.0009473758329545963
symfony,quantifier_distribution,72646,34.0,0.00046802301572006715
scala,quantifier_distribution,110746,85.0,0.0007675220775468189
nginx,quantifier_distribution,52050,29.0,0.0005571565802113353
asp.net,quantifier_distribution,367941,298.0,0.0008099124587909475
iphone,quantifier_distribution,216848,135.0,0.0006225558916844979
numpy,quantifier_distribution,114090,143.0,0.0012533964414059076
user-interface,quantifier_distribution,56522,43.0,0.0007607657195428329
haskell,quantifier_distribution,51466,88.0,0.001709866708117981
asynchronous,quantifier_distribution,51096,66.0,0.0012916862376702678
apache,quantifier_distribution,89283,61.0,0.0006832207699114053
ruby-on-rails-3,quantifier_distribution,55091,37.0,0.0006716160534388558
jquery,quantifier_distribution,1019869,836.0,0.0008197131200183553
android-layout,quantifier_distribution,57721,41.0,0.0007103134041336775
ruby-on-rails,quantifier_distribution,332737,255.0,0.0007663710377866002
listview,quantifier_distribution,51694,52.0,0.0010059194490656556
reactjs,quantifier_distribution,458000,242.0,0.0005283842794759825
postgresql,quantifier_distribution,176386,218.0,0.0012359257537446283
jenkins,quantifier_distribution,48531,23.0,0.00047392388370320004
shell,quantifier_distribution,92444,92.0,0.000995197092293713
laravel-5,quantifier_distribution,42963,28.0,0.0006517235761003654
debugging,quantifier_distribution,51219,41.0,0.0008004841953181437
function,quantifier_distribution,110867,114.0,0.0010282590852102068
xml,quantifier_distribution,211734,173.0,0.0008170629185676368
maven,quantifier_distribution,87085,54.0,0.000620083826146868
sockets,quantifier_distribution,64863,79.0,0.0012179516827775466
android-fragments,quantifier_distribution,44296,24.0,0.000541809644211667
assembly,quantifier_distribution,45018,84.0,0.0018659202985472478
dart,quantifier_distribution,91883,38.0,0.00041356943068902846
python,logical_structure,2170613,69.0,3.178825520716959e-05
mysql,logical_structure,653746,42.0,6.42451349606728e-05
jpa,logical_structure,51084,2.0,3.9151201941899616e-05
if-statement,logical_structure,62016,5.0,8.062435500515996e-05
linux,logical_structure,223782,18.0,8.043542376062418e-05
regex,logical_structure,260714,6.0,2.3013723850656276e-05
matplotlib,logical_structure,71474,2.0,2.7982203318689312e-05
list,logical_structure,141437,2.0,1.4140571420491103e-05
git,logical_structure,151498,19.0,0.00012541419688708762
apache-spark,logical_structure,79214,2.0,2.524806221122529e-05
r,logical_structure,503030,15.0,2.9819295071864502e-05
python-3.x,logical_structure,334600,16.0,4.781829049611476e-05
css,logical_structure,797816,124.0,0.00015542430836182778
c#,logical_structure,1604093,70.0,4.3638367600880994e-05
web-services,logical_structure,57671,3.0,5.201921242912382e-05
windows,logical_structure,164410,4.0,2.4329420351560123e-05
datetime,logical_structure,71120,2.0,2.81214848143982e-05
visual-studio-code,logical_structure,58200,3.0,5.154639175257732e-05
django,logical_structure,305163,10.0,3.276937243374852e-05
wpf,logical_structure,167667,10.0,5.964202854467486e-05
animation,logical_structure,43240,1.0,2.312673450508788e-05
sorting,logical_structure,76849,13.0,0.000169162903876433
qt,logical_structure,84762,0.0,0.0
vb.net,logical_structure,138844,2.0,1.440465558468497e-05
google-maps,logical_structure,64524,0.0,0.0
laravel,logical_structure,209277,8.0,3.822684767079039e-05
node.js,logical_structure,455448,19.0,4.1717166394407266e-05
object,logical_structure,64700,4.0,6.182380216383307e-05
firebase,logical_structure,138939,1.0,7.197403176933762e-06
go,logical_structure,72768,4.0,5.496921723834653e-05
machine-learning,logical_structure,53521,2.0,3.736850955699632e-05
flask,logical_structure,53429,2.0,3.7432854816672596e-05
